iterations,fitness,time,fevals
0,0.0619112016103,0.0038007410003,650
10,0.0736423797703,0.00719700300033,1197
20,0.0833421145111,0.0112270059999,1750
30,0.0853199836604,0.0147871080007,2296
40,0.100303255175,0.0181583380017,2847
50,0.0969790546335,0.0212542270019,3385
60,0.108612312434,0.0248370840018,3939
70,0.0949030860156,0.0281104660007,4492
80,0.104762060785,0.0313605230003,5050
90,0.111704877094,0.0345599499997,5599
100,0.115499396126,0.0376245499992,6148
110,0.116344599987,0.0408325089993,6693
120,0.103692405292,0.0439756159994,7248
130,0.114601082414,0.0461988309999,7795
140,0.112422461882,0.0492753769995,8345
150,0.115769738914,0.051443978,8891
160,0.108380621338,0.0536165609992,9445
170,0.121256802691,0.0562698549984,9987
180,0.11248726368,0.0593543659979,10527
190,0.112544830874,0.0624269299988,11081
200,0.114365919821,0.0655029069985,11632
210,0.121273144379,0.0675947079999,12175
220,0.115364476271,0.0695494079991,12718
230,0.124044793713,0.0716127649994,13256
240,0.121064842187,0.0736300419994,13800
250,0.116513007067,0.076555833999,14351
260,0.119758526474,0.0787511729995,14911
270,0.115372300244,0.081836252999,15458
280,0.106755180589,0.0847660269992,16003
290,0.109240246256,0.0878812579995,16555
300,0.111725086703,0.0905749430003,17104
310,0.110175245388,0.0936128049998,17651
320,0.109759477973,0.0958303309999,18206
330,0.11390953357,0.0979824339993,18753
340,0.122282993893,0.100146483999,19299
350,0.114010119408,0.102364578999,19849
360,0.120239665314,0.104513838,20395
370,0.112211489873,0.107395825,20941
380,0.120175309643,0.111124886,21483
390,0.12210713643,0.113966482,22037
400,0.128534443584,0.116019599001,22591
410,0.122221116353,0.118059631002,23141
420,0.115483264602,0.120087148001,23692
430,0.117469011678,0.122145954001,24242
440,0.120749934176,0.125145132,24796
450,0.127587558233,0.128024842999,25341
460,0.115001991577,0.132350099,25887
470,0.122470078526,0.134650112999,26430
480,0.119710245568,0.136749310001,26977
490,0.123821747427,0.139551653001,27528
500,0.120291335543,0.141640610002,28084
510,0.110393782246,0.144343966002,28633
520,0.112701163221,0.147245864002,29187
530,0.120130545998,0.152172435,29731
540,0.117891442627,0.155202332,30270
550,0.107770268569,0.157835146001,30825
560,0.11193122473,0.160007161001,31374
570,0.118420104879,0.162575691002,31917
580,0.109289100709,0.165567474003,32469
590,0.118328583409,0.168681568002,33018
600,0.113663910705,0.171690417003,33564
610,0.113158499564,0.174648635002,34109
620,0.111585036092,0.177443013001,34660
630,0.113312391011,0.180421142,35199
640,0.119962681555,0.183008444999,35749
650,0.126422638391,0.185725453999,36304
660,0.117090896733,0.188643849999,36857
670,0.125050609131,0.190828380999,37401
680,0.125501369588,0.193465177999,37946
690,0.133489742745,0.196259556,38492
700,0.118186160499,0.198580050999,39037
710,0.124848004318,0.201398322,39576
720,0.120386127794,0.204277465,40124
730,0.123811469821,0.20706843,40673
740,0.124569422113,0.209821279999,41217
750,0.119240593603,0.212575266998,41765
760,0.122429980183,0.214909982997,42312
770,0.127251398276,0.217848857998,42862
780,0.124435428707,0.220484515998,43405
790,0.126176101311,0.223234520998,43952
800,0.117048211456,0.225959494999,44505
810,0.126062027149,0.228727135,45062
820,0.125596550509,0.231508428998,45612
830,0.119609854852,0.234305082999,46158
840,0.115592469159,0.237092634998,46711
850,0.113077651504,0.240071901997,47251
860,0.116678703517,0.243063683998,47795
870,0.114658043723,0.246033848998,48340
880,0.118282918004,0.248585881,48883
890,0.12702110455,0.251524757001,49437
900,0.13526237787,0.253398106002,49990
910,0.134803563786,0.256261319002,50537
920,0.13015782342,0.259028959003,51083
930,0.13579137894,0.260909703004,51627
940,0.13579137894,0.265378888003,52177
950,0.136256953479,0.267911009003,52730
960,0.137009591915,0.270543823004,53278
970,0.136211016573,0.272800602004,53821
980,0.137062776793,0.274550502003,54365
990,0.132030693742,0.277240205003,54906
1000,0.139437560916,0.279926494004,55452
1010,0.136913994521,0.282645210003,55999
1020,0.13946339722,0.285376442003,56544
1030,0.137225121171,0.288691353004,57099
1040,0.133590727309,0.293020591003,57650
1050,0.137544084333,0.294995770004,58198
1060,0.123105285177,0.297933508004,58753
1070,0.123105285177,0.300499762005,59305
1080,0.11897216102,0.303286745004,59854
1090,0.131864957922,0.306186368003,60400
1100,0.125727547588,0.309130363003,60950
1110,0.1298642553,0.312135230002,61499
1120,0.121251879983,0.315648683003,62046
1130,0.116328278403,0.318280360003,62585
1140,0.118387277294,0.320484232003,63129
1150,0.121765917082,0.324208174003,63668
1160,0.120930931285,0.326303958003,64208
1170,0.12943991465,0.329743455004,64755
1180,0.126107787424,0.332630562005,65300
1190,0.137028320946,0.335617794004,65851
1200,0.138627610348,0.338192013003,66398
1210,0.141891091186,0.340969894003,66936
1220,0.138910418868,0.343603277002,67486
