iteration,MSE_trg,MSE_tst,acc_trg,acc_tst,elapsed
0,1.6974331758,1.69180771384,4.31489361702,4.56165359943,2.732448523
680,1.48975274241,1.47187096722,1.48712311065,5.54893617021,6.12557427259,5.71988595866,1701.06360511
690,1.47481951997,1.45848495464,1.47384880543,5.75319148936,6.12557427259,5.75552387741,1722.89216898
700,1.49538222757,1.4797670513,1.49318329013,4.99574468085,4.97702909648,4.98930862438,1742.78051957
710,1.50985071242,1.50853218081,1.50736161031,4.0,4.28790199081,4.27655024947,1763.51464347
720,1.51201831418,1.51464229596,1.5146972049,5.36170212766,5.05359877489,5.11404133999,1783.59238374
730,1.45628923309,1.44408562441,1.45274991307,5.42978723404,5.81929555896,5.48823948681,1804.22295749
740,1.46717621447,1.45414408802,1.46919188472,5.76170212766,5.74272588055,5.6307911618,1824.73785013
750,1.47955479965,1.46192196612,1.47811096816,6.70638297872,6.81470137825,6.77120456165,1845.22369477
760,1.60150834203,1.60068017461,1.60383299894,3.43829787234,3.67534456355,3.52815395581,1865.21268451
770,1.55338808547,1.54735326491,1.54936950082,4.77446808511,4.51761102603,4.81111903065,1885.74959141
780,1.54017267979,1.53414887794,1.54084804469,5.66808510638,5.43644716692,5.73770491803,1906.18121931
790,1.44888173642,1.44162110089,1.44617760461,5.72765957447,5.51301684533,5.68424803991,1926.93849468
800,1.46296788956,1.4651357679,1.46457342745,7.78723404255,7.81010719755,7.60869565217,1947.36870946
810,1.52288518404,1.5196495478,1.52272634209,7.16595744681,7.35068912711,7.18104062723,1966.88245806
820,1.46082169512,1.46526471401,1.46433075458,6.90212765957,6.50842266462,6.32573057733,1986.33111848
830,1.57371146389,1.57013797085,1.57133563094,6.43404255319,6.89127105666,6.30791161796,2006.28872039
840,1.50309289949,1.49515001467,1.50021013176,6.3829787234,6.66156202144,6.39700641483,2025.79838665
850,1.47558356529,1.48221125746,1.4813757496,6.28936170213,5.89586523737,5.96935138988,2045.80257367
860,1.41712638397,1.41485345749,1.41424699662,5.37021276596,5.81929555896,5.09622238061,2066.02961064
870,1.40354547972,1.39428426398,1.40482795219,6.34893617021,7.2741194487,6.11190306486,2086.04774395
880,1.4081318374,1.397503209,1.40494398856,7.37872340426,7.04441041348,7.14540270848,2105.98746628
890,1.38293981196,1.37912723798,1.38113293896,7.48936170213,6.73813169985,7.23449750535,2127.80352712
900,1.36939639003,1.36284071579,1.3642809952,7.78723404255,7.96324655436,7.67997148967,2148.77178487
910,1.40602969954,1.40717178887,1.40375858283,7.91489361702,7.2741194487,7.85816108339,2168.13350724
920,1.54435898477,1.54348468011,1.54459061489,3.44680851064,4.05819295559,3.33214540271,2189.95511646
930,1.41442666083,1.40846434856,1.41594527072,7.85531914894,8.11638591118,7.66215253029,2213.37071878
940,1.42706692886,1.4318880035,1.42591038717,6.63829787234,6.58499234303,6.52173913043,2238.13130621
950,1.38812140774,1.39116329676,1.39308295939,7.48936170213,7.19754977029,7.32359230221,2263.12466615
960,1.43545116622,1.43955593405,1.43480408247,7.67659574468,7.19754977029,7.32359230221,2286.86004388
970,1.42025137656,1.40919307154,1.41469174435,10.2212765957,10.336906585,10.3349964362,2311.4541263
980,1.4662964612,1.46807186374,1.46726984126,8.02553191489,7.96324655436,7.91161796151,2334.92971959
990,1.39605983102,1.3851816636,1.39672169708,7.29361702128,8.19295558959,7.35923022096,2358.18492619
1000,1.47548585951,1.46716488188,1.47379572784,6.68936170213,6.73813169985,6.71774768354,2381.55739257
1010,1.40090893965,1.40086520889,1.40548994868,8.86808510638,8.88208269525,8.73129009266,2403.82240169
1020,1.49606448887,1.49392273677,1.4987959038,7.07234042553,6.81470137825,7.12758374911,2427.91665791
1030,1.44719359499,1.43023919161,1.4402573406,7.01276595745,7.2741194487,7.28795438346,2452.42350021
1040,1.51051697773,1.50777424735,1.51078801182,6.24680851064,6.2787136294,6.6108339273,2476.34469556
1050,1.51698831763,1.51030479147,1.51627177664,6.29787234043,6.2787136294,5.98717034925,2500.45754077
1060,1.50974013824,1.49309129289,1.50577632993,6.33191489362,6.73813169985,6.8068424804,2525.70868438
1070,1.54417547726,1.53538694613,1.54213088032,7.38723404255,7.2741194487,7.18104062723,2554.81428878
1080,1.47493776176,1.4616870691,1.47356369845,6.06808510638,6.81470137825,5.93371347113,2579.705634
1090,1.46713962782,1.45008014562,1.46539246738,6.76595744681,8.26952526799,6.82466143977,2602.47367899
1100,1.43907324418,1.43417028226,1.44031882435,8.07659574468,8.19295558959,8.07198859587,2625.34431839
1110,1.58828722849,1.57310742105,1.58514974274,6.92765957447,7.12098009188,7.50178189594,2650.8511715
1120,1.46569524834,1.46087248966,1.46969950758,6.76595744681,7.04441041348,6.25445473984,2672.9190461
1130,1.39738772364,1.38917869367,1.39749582155,8.05957446809,8.19295558959,8.05416963649,2695.60346284
1140,1.45891081182,1.4420456398,1.45491584154,6.30638297872,6.73813169985,6.89593727726,2718.91462982
1150,1.41953389688,1.41282047674,1.41934201253,6.62978723404,6.81470137825,6.68210976479,2742.03438133
1160,1.45356026544,1.4485457833,1.45060594734,6.21276595745,5.89586523737,6.39700641483,2764.39220454
