iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,elapsed
0,1.55486210754,1.55458005817,1.55776025563,4.12765957447,3.98162327718,3.90235210264,1.076010843
100,1.52798807452,1.53568252742,1.53273045372,3.47234042553,3.29249617152,3.4034212402,100.433427291
300,1.4145851971,1.41251646916,1.41662841012,3.79574468085,3.36906584992,3.74198146828,297.074049311
500,1.37129220472,1.36809081594,1.37197384867,3.52340425532,3.29249617152,3.70634354954,495.686821988
1000,1.43459512278,1.43838119059,1.42961887915,4.71489361702,4.97702909648,4.63292943692,987.283124778
1500,1.43249532778,1.4337709528,1.42823547144,3.85531914894,3.29249617152,3.90235210264,1479.1034244
2000,1.37914267431,1.38449654202,1.38177421859,4.86808510638,3.90505359877,4.73984319316,1971.56549747
2500,1.42829862197,1.43312607753,1.42861599528,4.86808510638,4.67075038285,5.02494654312,2463.16102375
3000,1.41021348945,1.40069045053,1.40967299843,5.35319148936,5.05359877489,5.84461867427,2954.12485727
3500,1.46253757237,1.45808030755,1.4624075423,6.0,5.81929555896,6.25445473984,3444.38668972
4000,1.4555529823,1.45730509337,1.46250031339,5.73617021277,5.58958652374,5.54169636493,3935.79421724
4500,1.46399299928,1.47409796143,1.47119458823,4.50212765957,3.82848392037,4.61511047755,4426.71210052
5000,1.48397463881,1.48937730444,1.48499598783,4.34893617021,4.2113323124,4.47255880257,4918.01799506
5500,1.6899735964,1.69307764504,1.68608664741,4.22978723404,4.134762634,4.24091233072,5407.96177583
6000,1.50867212841,1.5075327821,1.51644771198,4.64680851064,4.28790199081,4.54383464006,5898.29087985
