iteration,MSE_trg,MSE_tst,acc_trg,acc_tst,elapsed
0,1.58280401944,1.58140610782,4.04411764706,4.20527441197,0.942270375
2500,1.40974584061,1.41755113008,4.79473039216,4.33000712758,2858.71326561
500,1.32674010213,1.32329978776,2.734375,2.83321454027,584.392680682
3000,1.4243062097,1.41730819415,6.65594362745,7.27013542409,3433.91009178
1000,1.34811705226,1.34506775511,3.30882352941,3.42124019957,1170.70242432
3500,1.38859624432,1.38816517464,8.47886029412,8.69565217391,4005.18235307
1500,1.30134305461,1.29567318685,3.5768995098,3.83107626515,1754.69839887
4000,1.35849068332,1.36053027326,8.84650735294,8.9629365645,4576.85581301
2000,1.31371512306,1.30812638457,4.52665441176,4.56165359943,2336.57474594
4500,1.36432189753,1.36562239356,8.16482843137,8.08980755524,5147.73325802
2500,1.34801983467,1.34962829446,5.23131127451,5.27441197434,2922.15712577
5000,1.36427489096,1.36701961621,9.32904411765,9.10548823949,5727.43545762
3000,1.35380117376,1.35195677971,5.0168504902,4.68638631504,3501.67313057
5500,1.38648866941,1.39405511345,10.1868872549,9.40841054882,6314.34143577
3500,1.33610379868,1.33359330405,7.69761029412,7.5908766928,4081.95347919
6000,1.46458866772,1.46727605663,8.57843137255,8.67783321454,6900.40047668
4000,1.38823156625,1.39010008062,5.8900122549,5.07840342124,4664.37892384
4500,1.34274917704,1.3411705252,3.73774509804,3.34996436208,5240.79246452
5000,1.34517134932,1.34591393286,4.2356004902,4.16963649323,5822.38745603
5500,1.34434762839,1.34550595807,2.97181372549,3.15395580898,6405.42962771
6000,1.32443509001,1.32700502788,2.52757352941,2.69066286529,6985.90466349
