iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,elapsed
0,1.70630511154,1.70891575371,1.70593511639,2.73191489362,2.67993874426,2.54811119031,0.0918321900026
100,1.64744390318,1.64869831436,1.65444339541,3.89787234043,3.52220520674,3.67070563079,9.87412668501
300,1.41218978038,1.41719812404,1.40993777063,3.91489361702,4.44104134763,3.93799002138,29.463055551
500,1.35381894028,1.35179511424,1.35396202177,3.71063829787,4.05819295559,3.54597291518,49.079809311
1000,1.23706128561,1.24667599613,1.24246530167,5.84680851064,4.90045941807,5.8267997149,98.405002233
1500,1.22232659534,1.22384651785,1.22652811657,7.86382978723,7.12098009188,6.91375623664,147.43107892
2000,1.1593138887,1.15982528551,1.16242899007,7.95744680851,7.12098009188,7.69779044904,197.062640262
2500,1.13449051394,1.13360615711,1.1395181226,8.89361702128,8.11638591118,8.30363506771,246.176799594
3000,1.10934407437,1.10717030663,1.11322636389,9.43829787234,9.64777947933,9.06985032074,296.121129321
3500,1.09055942959,1.09040289975,1.09432024388,10.7404255319,10.1837672282,10.2102637206,345.390631524
4000,1.06996721768,1.07722302393,1.07601704893,12.2723404255,11.2557427259,12.1168923735,395.050056427
4500,1.05095730185,1.05754285374,1.05983340711,12.8425531915,11.7151607963,12.0812544547,444.94929041
5000,1.03607450881,1.04882416226,1.04457022897,14.2382978723,13.0934150077,13.5958660014,494.187028172
5500,1.0193005291,1.03604004427,1.02859803322,15.770212766,13.7059724349,14.9322879544,543.289970182
6000,1.00218180385,1.02200308047,1.01326142866,17.4808510638,15.9264931087,16.0905203136,593.302859477
6500,0.980815180755,1.0023254655,0.99194697759,19.914893617,17.4578866769,18.1753385602,642.951431137
7000,0.959146830111,0.980182508168,0.969504315133,21.7872340426,19.1424196018,20.2423378475,692.48991897
7500,0.951222192679,0.968450581212,0.96242113245,23.029787234,20.4441041348,21.7213114754,741.664402052
8000,0.934826134395,0.95753205655,0.946246306285,25.3106382979,21.8223583461,23.6813970064,791.109509199
8500,0.91007318429,0.934250279155,0.920686818989,26.5276595745,23.0474732006,24.7327156094,841.163217916
9000,0.895425446582,0.920119757325,0.906951581627,27.685106383,25.1148545176,26.4967925873,890.524051101
9500,0.882633281436,0.909113787842,0.893080501755,28.2212765957,25.9571209801,27.6728439059,939.996772623
10000,0.868254828409,0.891961896369,0.880824373528,30.2212765957,27.8713629403,28.8310762651,989.834007482
10500,0.859660314136,0.886613190401,0.872406983464,31.029787234,28.0245022971,29.9358517463,1039.11874619
11000,0.849946558228,0.879031678011,0.861029138042,31.7361702128,28.943338438,31.307911618,1088.49339255
11500,0.841613322352,0.869638829696,0.85030054625,32.6042553191,29.4793261868,32.0206699929,1137.95267694
12000,0.833876276931,0.863230158271,0.844483232571,33.5063829787,29.7856049005,32.9650748396,1187.97697812
12500,0.828928554269,0.851271132573,0.837836231667,33.4978723404,30.7044410413,32.8047042053,1237.52922223
13000,0.822404421865,0.845919054012,0.829104978859,34.9787234043,32.0061255743,34.3371347113,1287.9149403
13500,0.803410625661,0.823367005285,0.81159550919,36.2893617021,33.9203675345,36.1190306486,1337.33918631
14000,0.786800130429,0.808109648916,0.793594115431,37.9829787234,34.9923430322,37.6514611547,1387.16404728
14500,0.836720701578,0.858100288492,0.842180031711,34.6042553191,32.4655436447,33.3927298646,1436.66537649
15000,0.773260301043,0.793946004055,0.782286479069,39.2255319149,35.8346094946,38.4533143264,1486.06764861
15500,0.765547619129,0.787035702374,0.77696225777,39.4638297872,36.9831546708,38.5245901639,1536.09628018
16000,0.762592396889,0.784286211178,0.773071285102,39.8638297872,37.0597243492,39.290805417,1585.65636242
16500,0.75372724815,0.777364842205,0.764930439822,40.3319148936,37.6722817764,39.8431931575,1635.23483284
17000,0.751897263828,0.772794689012,0.763399217732,40.4510638298,38.2082695253,39.8966500356,1684.69302893
17500,0.881137471832,0.90237921718,0.884393190317,36.0510638298,33.6140888208,35.9408410549,1734.57538457
18000,0.737894857374,0.759305704614,0.747605120432,41.5744680851,39.4333843798,41.0727013542,1783.9797212
18500,0.730684540427,0.752247351656,0.741656641756,42.1446808511,40.4287901991,41.7141838917,1833.52831307
19000,0.726285396581,0.74859216864,0.736319137126,42.4936170213,40.2756508423,41.9458303635,1883.62863819
19500,0.723853772099,0.745947262019,0.735252572798,42.4340425532,40.5053598775,41.9636493229,1933.47963161
20000,0.719102143326,0.739727156919,0.729697294946,42.9617021277,41.4241960184,42.1774768354,1983.05003293
20500,0.711322073882,0.731473591554,0.722038166838,43.6680851064,41.6539050536,42.7476835353,2032.78612232
21000,0.705280456542,0.72851251194,0.715595392639,44.2212765957,42.2664624809,43.210976479,2082.86333637
21500,0.705575768514,0.72774686576,0.716481331243,44.4510638298,42.4961715161,43.3178902352,2133.03002968
22000,0.722189354401,0.745402527561,0.730766318367,44.1276595745,41.8836140888,42.8011404134,2183.35864561
22500,0.690807484592,0.714648876065,0.70123015875,45.8468085106,43.9509954058,44.4048467569,2232.98281026
23000,0.687053563886,0.709049868242,0.698294360032,46.2978723404,44.5635528331,45.0819672131,2282.73407361
23500,0.680819747085,0.701190063171,0.69350372672,46.8765957447,44.8698315467,45.9016393443,2332.47043496
24000,0.674418397177,0.694910165539,0.686060930391,47.0127659574,45.0995405819,45.9907341411,2382.16492386
24500,0.672140447957,0.694454237677,0.685076007466,47.4127659574,45.482388974,46.3114754098,2431.12569105
25000,0.665776935714,0.688094517933,0.679266401662,48.2468085106,46.0183767228,46.7925873129,2480.33672521
25500,0.660169900089,0.684912971164,0.673422737805,49.0212765957,46.9372128637,47.6657163222,2529.84437419
26000,0.65338692051,0.678327066609,0.666046781949,49.5744680851,47.6263399694,48.2002851033,2579.68107656
26500,0.647918828737,0.673549628715,0.661031253709,50.0255319149,48.9280245023,49.1090520314,2629.3264198
27000,0.641646714558,0.66677307273,0.654235752839,50.9872340426,49.1577335375,50.0,2678.89559459
27500,0.656676858149,0.684687780743,0.670992471153,49.6085106383,47.1669218989,48.2715609408,2728.27552364
28000,0.632734888051,0.659006193435,0.646816720848,51.7957446809,50.382848392,50.7305773343,2777.96787523
28500,0.652208019775,0.677420677994,0.66718782401,49.1829787234,46.6309341501,48.182466144,2827.30360623
29000,0.629469335635,0.657672430885,0.643262396443,52.5361702128,49.6937212864,51.4789736279,2876.9263862
29500,0.618991286939,0.646841567929,0.631988198398,53.3106382979,50.9188361409,52.3521026372,2926.96727901
30000,0.661371150841,0.68403455777,0.671708669027,50.6212765957,48.6217457887,49.2694226657,2976.95268019
30500,0.610625472304,0.638198862812,0.624458975122,54.1446808511,51.5313935681,53.3321454027,3026.72248587
31000,0.629213783235,0.66287071625,0.645051792732,52.7319148936,48.5451761103,50.9622238061,3075.92402811
31500,0.602894579138,0.633717885454,0.618716129136,54.714893617,51.9908116386,53.8488952245,3125.39392169
32000,0.598092211836,0.625439109493,0.611312535567,55.285106383,54.0581929556,54.7042052744,3174.69742633
32500,0.639534906006,0.664128043758,0.650944664032,52.0,50.1531393568,51.0869565217,3224.77587315
33000,0.608465766206,0.635687422333,0.619378044976,54.5787234043,52.1439509954,53.4746970777,3274.8387131
33500,0.591401660365,0.617271630176,0.603505229739,55.8212765957,53.6753445636,54.7042052744,3324.27419694
34000,0.587221099523,0.61584660915,0.597795922975,55.9659574468,53.3690658499,55.2922309337,3374.04868231
34500,0.582580498511,0.615755280791,0.593306766491,56.5276595745,53.6753445636,55.5951532431,3423.46100214
35000,0.578198974515,0.612505914163,0.590042690026,56.8765957447,53.3690658499,55.9693513899,3472.79722582
35500,0.574974120676,0.608365177345,0.587935872474,57.5489361702,53.5222052067,56.1475409836,3522.24347586
36000,0.573160069408,0.603139047873,0.586033032582,57.5914893617,54.2113323124,56.0049893086,3571.36091313
36500,0.569774523723,0.600048291854,0.583484776067,57.9489361702,55.3598774885,56.5751960086,3620.64947992
37000,0.566685366664,0.59935681914,0.580467646409,57.8978723404,55.4364471669,56.5930149679,3669.74952458
37500,0.558823490211,0.589200368096,0.573725456996,58.6042553191,55.6661562021,57.0206699929,3718.63801967
38000,0.557409697885,0.585130284973,0.57038534063,58.7659574468,55.2833078101,57.697790449,3768.38575593
38500,0.552551022169,0.581411955633,0.566747643747,59.1829787234,56.202143951,57.7156094084,3817.64805429
39000,0.662674545729,0.685716688975,0.681796656255,51.0553191489,49.617151608,49.6079828938,3867.11831139
39500,0.590592941398,0.620270019478,0.607443831177,55.7787234043,52.6799387443,53.8310762651,3916.60563458
40000,0.552939246623,0.580999488885,0.564321388577,59.5234042553,56.4318529862,57.9472558803,3966.30309706
40500,0.5472279916,0.573351656537,0.557817076051,59.8978723404,56.8912710567,58.5352815396,4016.19058978
41000,0.539645108755,0.566627228265,0.550372442768,60.6723404255,58.3460949464,59.2302209551,4065.69209022
41500,0.539498655662,0.568330433859,0.550120805481,60.4936170213,57.8101071975,59.4440484676,4115.21469413
42000,0.535985280922,0.566904399215,0.547868182966,60.8340425532,57.7335375191,59.4440484676,4164.94249315
42500,0.535757356751,0.566935602396,0.54706475204,60.9276595745,57.7335375191,59.5153243051,4214.5844765
43000,0.589187955064,0.615582809855,0.597367682863,55.8127659574,54.5941807044,54.82893799,4264.04968643
43500,0.531300602936,0.560663441688,0.54157455776,61.4382978723,59.1117917305,60.0498930862,4313.46259905
44000,0.536681429607,0.566257608534,0.545082957627,60.7914893617,58.1163859112,59.9607982894,4363.14718873
44500,0.53179697497,0.559865683406,0.541932674827,61.1319148936,58.8055130168,59.8182466144,4412.78632084
45000,0.526952482603,0.554376556598,0.538938991757,61.6765957447,59.4180704441,60.2102637206,4463.66556809
45500,0.525107472382,0.55242471312,0.53726468934,61.6936170213,59.2649310873,59.94297933,4513.50296566
46000,0.525206649801,0.549791627979,0.537935582844,61.5659574468,59.0352220521,60.2459016393,4563.1907104
46500,0.521583941076,0.548197635472,0.533374689679,62.0936170213,59.954058193,60.4062722737,4613.43431226
47000,0.519661757786,0.544381614552,0.529821704348,62.2382978723,60.1071975498,60.8339272986,4663.17398623
47500,0.516860606104,0.541115224089,0.527355536144,62.5617021277,60.4900459418,61.0833927299,4713.3376104
48000,0.513902380562,0.537051987757,0.523386012842,62.970212766,61.0260336907,61.4219529579,4762.90766756
48500,0.533110930835,0.562893146925,0.54288948528,60.9617021277,59.0352220521,60.0677120456,4812.8756056
49000,0.516774851977,0.54209601712,0.527373334584,62.4340425532,59.8009188361,60.994297933,4862.47330217
49500,0.535344876632,0.559899862426,0.547597629933,60.9276595745,58.8055130168,59.4262295082,4911.94020796
50000,0.505741014572,0.528966510631,0.517100243145,63.7531914894,61.5620214395,62.1347113329,4961.31196721
