iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,elapsed
0,1.75839331718,1.76668887612,1.75724241752,3.22553191489,2.98621745789,3.17177476835,2.019863296
100,1.55146050608,1.56423700728,1.55654755491,3.02978723404,2.90964777948,3.17177476835,173.069848082
300,1.39075910227,1.39830177281,1.38884991896,3.57446808511,3.21592649311,3.63506771205,495.644705502
500,1.39481009231,1.39229311736,1.39826468136,3.50638297872,3.59877488515,3.4034212402,805.587029912
1000,1.40755266292,1.4017393538,1.40687196599,2.42553191489,2.14395099541,2.58374910905,1588.45258402
1500,1.37938593266,1.3707716789,1.38223099086,2.16170212766,1.99081163859,2.04918032787,2404.03165976
2000,1.39118433372,1.38748208899,1.39117892357,2.89361702128,3.44563552833,3.13613684961,3072.51576473
2500,1.37360980844,1.37030952675,1.36995249705,4.77446808511,5.2067381317,4.971489665,3664.35545035
3000,1.41979249954,1.41464274862,1.41682996536,4.62978723404,4.74732006126,4.79330007128,4270.25139274
3500,1.3838794815,1.38011467062,1.38587748864,4.97872340426,4.90045941807,5.18531717748,4923.93538794
4000,1.48108295699,1.48708994049,1.48261322027,2.30638297872,2.14395099541,2.38774055595,5521.23184236
4500,1.36532079833,1.35808883486,1.36145587306,5.00425531915,5.74272588055,5.07840342124,6128.64954843
5000,1.41293455625,1.39978595833,1.41046681264,4.04255319149,4.44104134763,4.3834640057,6826.19850494
5500,1.42304975151,1.40917020008,1.41857235487,5.00425531915,5.74272588055,5.59515324305,7566.29182248
6000,1.43166810708,1.42528095688,1.42721938891,4.44255319149,4.74732006126,4.79330007128,8312.24666927
6500,1.41853706662,1.41454189691,1.4132903652,5.16595744681,5.28330781011,5.38132573058,9054.62736006
7000,1.49209738732,1.48694420771,1.48449183937,5.1829787234,5.13016845329,5.68424803991,9824.14316406
7500,1.52168850626,1.51931268803,1.5158291965,4.51914893617,4.134762634,4.84675694939,10667.7713906
8000,1.5452302689,1.55531413296,1.53792549406,4.4085106383,3.90505359877,4.5794725588,11629.4161507
8500,1.56402123133,1.58312425056,1.56135195751,4.25531914894,3.82848392037,4.52601568068,12614.2754487
9000,1.55410244664,1.56662552755,1.55299694314,4.74042553191,4.44104134763,5.04276550249,13605.2503249
9500,1.59929606037,1.59920535827,1.59459296954,5.62553191489,5.66615620214,6.022808268,14570.5565625
10000,1.5346119429,1.5359447689,1.52978718948,5.51489361702,5.66615620214,5.95153243051,15384.0701137
10500,1.57739943016,1.56721391567,1.56854106172,5.54893617021,5.35987748851,5.84461867427,16166.08584
11000,1.51477906689,1.49985517616,1.50730048855,6.68085106383,6.43185298622,7.27013542409,16950.8551901
11500,1.56715192154,1.55895660006,1.5519522307,5.89787234043,5.43644716692,6.32573057733,17719.5600805
12000,1.54306110845,1.51915934631,1.5425091976,5.24255319149,5.58958652374,5.48823948681,18401.7448332
12500,1.53027037289,1.52046524414,1.52335425248,5.15744680851,5.43644716692,5.70206699929,19079.9319501
13000,1.52456164062,1.51496705422,1.51771991352,5.2,5.74272588055,5.64861012117,19763.6502982
13500,1.53317585053,1.53035466065,1.52371556028,5.12340425532,4.97702909648,5.50605844619,20443.6436308
14000,1.58218909961,1.57679955907,1.57622110259,4.68085106383,4.59418070444,5.27441197434,21123.3670807
14500,1.59467532899,1.58835270853,1.5894300116,4.15319148936,4.134762634,4.52601568068,21803.4745641
15000,1.52382764626,1.5199535372,1.52261232005,5.96595744681,5.89586523737,6.57519600855,22485.9765396
15500,1.54230551276,1.5313186966,1.54175782463,5.91489361702,5.43644716692,6.27227369922,23162.1741508
16000,1.57121591063,1.56197148753,1.57026953632,4.74042553191,4.67075038285,5.20313613685,23841.1344936
16500,1.57985695681,1.56904736293,1.57377326582,5.31914893617,4.90045941807,5.86243763364,24521.6605598
17000,1.53372501099,1.51113560456,1.52301430742,5.68510638298,5.97243491577,6.39700641483,25201.7720345
17500,1.50669910126,1.4931598655,1.50175260962,5.77021276596,6.50842266462,6.11190306486,25884.0012429
18000,1.55578293927,1.53355124949,1.56045630424,6.22127659574,6.43185298622,6.05844618674,26582.908067
18500,1.58164706911,1.56949395153,1.583684385,4.55319148936,4.74732006126,4.36564504633,27271.6171797
19000,1.58568216147,1.56920587695,1.58927311007,4.7914893617,5.13016845329,4.82893799002,27960.9369295
19500,1.53785859755,1.52798066562,1.54159158051,4.94468085106,5.13016845329,5.11404133999,28650.793291
20000,1.56949592653,1.55700951455,1.56934720144,6.56170212766,6.66156202144,6.48610121169,29344.8982924
