iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,elapsed
0,1.40448345257,1.40487296657,1.40804491897,3.31914893617,3.1393568147,3.33214540271,0.088386434
100,1.36521438153,1.36874492651,1.36741031826,4.28085106383,4.2113323124,4.52601568068,13.640144721
300,1.23647693664,1.22749469048,1.23602325092,4.03404255319,4.51761102603,4.31218816821,38.987224484
500,1.20228583878,1.19562258256,1.20390569152,6.82553191489,6.58499234303,6.68210976479,63.792306936
1000,1.09198939909,1.08981088416,1.08973148526,9.06382978723,8.19295558959,9.2302209551,128.998635256
1500,1.05589922188,1.05859214204,1.05673221932,12.0085106383,11.9448698315,12.2238061297,191.508785642
2000,1.03479643146,1.03506772327,1.03501718423,13.7446808511,13.3231240429,13.7027797577,253.292295848
2500,1.01612775957,1.02129954345,1.01699667037,14.2042553191,13.8591117917,14.1126158232,315.762126311
3000,1.00151950027,1.00441042308,1.00481066518,16.0,15.7733537519,15.199572345,375.421193391
3500,0.994504601635,0.998644266306,0.996903120239,16.6808510638,16.4624808576,15.9479686386,435.290406591
4000,0.977628307387,0.982223296426,0.980561748155,18.2893617021,17.5344563553,18.0862437634,493.867174344
4500,0.954244832866,0.959264638895,0.957231879076,20.2978723404,19.2955589587,19.9037776194,551.899329599
5000,0.935997031244,0.943358936674,0.939822312707,21.029787234,20.1378254211,20.2423378475,610.028060443
5500,0.924982299282,0.930344443965,0.9293447993,22.5446808511,21.1332312404,21.4896650036,667.737755719
6000,0.911432289026,0.913135440087,0.915404913098,23.6936170213,22.741194487,22.9330007128,725.816979638
6500,0.899006475644,0.902514479099,0.901849460196,24.7744680851,23.124042879,24.0555951532,783.697738421
7000,0.884623380925,0.890011342893,0.885558343164,26.2468085106,24.9617151608,25.9265858874,841.785355152
7500,0.876613893392,0.881500370225,0.877266314198,27.0723404255,26.4165390505,26.7997148967,900.019978817
8000,0.877693194776,0.878125874106,0.878162353676,27.5659574468,26.875957121,26.9422665716,957.567397622
8500,0.856128158467,0.864907089999,0.857409115734,28.9617021277,27.7947932619,28.4212401996,1015.69952018
9000,0.842034469732,0.848861781849,0.845660469626,30.3574468085,29.8621745789,29.8823948681,1073.60039372
9500,0.828044074731,0.84101396781,0.832595314439,31.6170212766,29.9387442573,31.2188168211,1131.78869056
10000,0.817463507023,0.828386405888,0.821301673092,32.7744680851,31.5467075038,32.3057733428,1196.33020715
10500,0.801337547253,0.810918319955,0.805987578953,34.7914893617,33.3843797856,34.319315752,1254.45406717
11000,0.787972259357,0.795206299945,0.793218157571,36.5787234043,36.6003062787,35.6557377049,1311.73740529
11500,0.773881671394,0.78572256508,0.778975600658,37.5914893617,35.911179173,36.7248752673,1369.59863358
12000,0.777510583434,0.787413007969,0.782571250022,37.2255319149,35.911179173,36.8317890235,1426.81361069
12500,0.748095802946,0.758181261602,0.752031914024,39.7446808511,39.8928024502,39.2373485388,1488.94635505
13000,0.768212811666,0.776398485875,0.774330348123,38.5361702128,37.2894333844,37.7940128297,1549.27937075
13500,0.707021728232,0.717360441774,0.716037792327,42.9787234043,42.8024502297,42.1774768354,1610.0954168
14000,0.711036591171,0.712162203063,0.716937042588,43.4468085106,43.3384379786,43.0327868852,1670.43380564
14500,0.696208643177,0.69799582424,0.701581665548,45.2085106383,45.1761102603,44.88595866,1731.39880196
15000,0.689571251037,0.691194412005,0.695634662971,45.0808510638,45.7886676876,44.4761225944,1792.88157007
15500,0.655716208061,0.657074381393,0.660962532111,48.4255319149,49.1577335375,48.0220955096,1853.9011751
16000,0.690103470957,0.683404369672,0.689021737071,46.885106383,46.8606431853,47.0064148254,1921.6558279
16500,0.646639767907,0.645699465429,0.651434210448,49.8978723404,49.8468606432,49.1803278689,1986.08296954
17000,0.628938152841,0.631068526416,0.634125489236,50.9531914894,50.9954058193,50.4989308624,2044.78061521
17500,0.636464833747,0.641049189739,0.637114018071,50.2042553191,49.9234303216,50.3207412687,2107.47685114
18000,0.612719467399,0.616841486185,0.61823028573,52.6212765957,52.3736600306,52.1739130435,2169.54750419
18500,0.610776403845,0.612527905954,0.616748419297,52.714893617,52.5267993874,51.817533856,2230.33242809
19000,0.600255859633,0.605318993271,0.608987869939,53.6680851064,52.6033690658,52.5124732716,2291.79471507
19500,0.612809702742,0.617167510371,0.621959930551,52.4085106383,51.1485451761,51.4255167498,2352.20283081
20000,0.586544058596,0.595568594447,0.594025704687,54.7063829787,54.517611026,54.2409123307,2411.17306716
