iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,elapsed
0,1.57006866226,1.56500261273,1.57298146546,5.76170212766,5.66615620214,5.59515324305,0.05874509
100,1.72232666685,1.72187914588,1.72143800935,5.78723404255,5.81929555896,5.8267997149,6.885172217
300,1.54319963744,1.55204502453,1.539527929,6.73191489362,6.04900459418,6.52173913043,20.595512608
500,1.45704987207,1.46195683772,1.45540977507,7.16595744681,6.96784073507,7.50178189594,34.37885784
1000,1.28619008233,1.25860101566,1.28106624088,9.34468085106,10.336906585,9.44404846757,68.36947402
1500,1.23149403317,1.20853422672,1.23085300318,10.4425531915,11.4088820827,10.3884533143,100.990322055
2000,1.18861662501,1.17707757425,1.18773242045,10.6212765957,11.2557427259,10.8161083393,135.661142337
2500,1.20277579487,1.20031659106,1.20019781047,9.47234042553,9.26493108729,9.78260869565,168.163428413
3000,1.12180799002,1.12061803261,1.12295684422,13.5404255319,13.7059724349,13.4711332858,200.458213132
3500,1.09307337581,1.08692203759,1.09311287855,15.0723404255,16.0796324655,14.7184604419,233.443158082
4000,1.08522344489,1.08159899193,1.0866355923,15.7787234043,16.539050536,15.6985032074,265.915522353
4500,1.07178202457,1.06994297283,1.07368811732,17.514893617,17.5344563553,17.1062009979,303.235201046
5000,1.06890114062,1.06658281248,1.07050685792,16.9872340426,16.8453292496,16.8210976479,338.979403911
5500,1.047988114,1.04547116559,1.05162607203,18.4510638298,18.8361408882,17.9436920884,375.887479556
6000,1.03341943275,1.03072386497,1.03698655039,19.1659574468,19.8315467075,19.0662865289,411.153925687
