iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,elapsed
0,1.63059515686,1.64674994228,1.64036994366,4.63829787234,4.134762634,4.33000712758,2.885604003
100,1.40860463295,1.40033736115,1.40860563286,3.31063829787,3.44563552833,3.15395580898,318.480253607
300,1.52512221426,1.52022775285,1.52801553356,3.37021276596,3.21592649311,3.38560228083,980.347797684
500,1.41703642144,1.41553037007,1.41650806029,5.10638297872,4.90045941807,5.1674982181,1639.8822925
1000,1.41741470577,1.41097843148,1.41573500782,5.40425531915,4.82388973966,5.32786885246,3289.56057378
1500,1.42162713962,1.42237898885,1.42126250533,5.14042553191,3.98162327718,5.20313613685,5326.55254165
2000,1.33312521893,1.32951143278,1.33968223204,7.05531914894,7.2741194487,6.87811831789,7431.99145929
2500,1.36903733514,1.3670181621,1.36484007223,4.52765957447,4.36447166922,4.7754811119,9534.24114427
3000,1.39615279159,1.40329254294,1.39430450616,6.31489361702,5.97243491577,6.94939415538,11632.9238697
3500,1.39532229141,1.40633230603,1.39709054136,5.24255319149,4.2113323124,5.50605844619,13734.0050779
4000,1.42197883797,1.42319457482,1.42328278312,5.14893617021,4.59418070444,5.06058446187,15835.3262237
4500,1.46391151128,1.4583966204,1.46373934976,6.58723404255,6.58499234303,6.6108339273,17788.926688
5000,1.43147000222,1.43316917873,1.43898638533,5.00425531915,4.36447166922,4.54383464006,19536.1428649
5500,1.45209581501,1.44716024558,1.45852587809,5.11489361702,5.43644716692,5.11404133999,21284.7173491
6000,1.5186322439,1.51836188431,1.52125174021,3.89787234043,4.134762634,3.77761938703,23033.2006224
