iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,elapsed
0,1.77890111857,1.78274968035,1.78008298511,3.36170212766,3.59877488515,3.38560228083,1.829631674
100,1.59252133568,1.59550780743,1.58662099774,6.88510638298,6.2787136294,7.18104062723,179.983411236
300,1.57035126045,1.57645194288,1.56901147105,3.82978723404,3.1393568147,3.61724875267,535.460021696
500,1.56089072054,1.55700688783,1.5580011072,4.22127659574,3.90505359877,4.02708481825,891.25853405
1000,1.55158265999,1.56885122666,1.55274311538,2.71489361702,2.29709035222,2.6193870278,1770.38745318
1500,1.5004864697,1.50673646396,1.49821789666,3.75319148936,3.06278713629,3.77761938703,2646.93727212
2000,1.43918298843,1.4283949479,1.44081751755,5.25106382979,6.12557427259,5.04276550249,3523.36093275
2500,1.42250574644,1.41970633032,1.42379413368,6.07659574468,5.97243491577,6.27227369922,4406.52154406
3000,1.41686271062,1.4084770617,1.41973794172,6.4170212766,6.04900459418,6.2188168211,5298.73421491
3500,1.45942177851,1.45695013462,1.45800282129,5.81276595745,5.66615620214,5.75552387741,6181.79105194
4000,1.4669702719,1.45174475412,1.45956799908,7.88085106383,8.26952526799,8.1789023521,7039.95112623
4500,1.46030549036,1.45571234297,1.46017009975,7.75319148936,8.11638591118,7.92943692088,7751.68168889
5000,1.484003228,1.47831568688,1.484653812,7.1914893617,8.11638591118,7.32359230221,8458.66796389
5500,1.44257122376,1.43670900051,1.43622846941,7.30212765957,7.65696784074,7.53741981468,9172.11689397
6000,1.44752164665,1.4386138079,1.43988804963,6.25531914894,6.12557427259,6.82466143977,9881.76979488
6500,1.48932452584,1.48977582692,1.48481360829,7.14893617021,7.96324655436,7.32359230221,10591.0924728
7000,1.49738082927,1.48646186744,1.49909152193,5.97446808511,7.35068912711,5.91589451176,11307.4604563
7500,1.53640465677,1.51749072276,1.53814826462,4.8,5.13016845329,4.5794725588,12024.3774908
8000,1.52585887015,1.52408426212,1.52663927188,4.72340425532,4.44104134763,4.81111903065,12734.1675546
8500,1.4808697275,1.47181206633,1.48032598926,6.03404255319,6.12557427259,6.09408410549,13355.764548
9000,1.56584461078,1.56021095526,1.56722719507,6.85957446809,7.2741194487,7.02066999287,14011.8274893
9500,1.64585870076,1.64215743555,1.65294058482,6.31489361702,6.2787136294,5.96935138988,14641.6347591
10000,1.52742280808,1.5275391032,1.52603133509,6.64680851064,6.50842266462,6.55737704918,15282.6872629
10500,1.46825670621,1.45815834535,1.47073469858,8.97021276596,9.49464012251,8.78474697078,15973.4510344
11000,1.52155360386,1.51466387828,1.51954504601,6.90212765957,7.12098009188,6.93157519601,16802.2842506
11500,1.48641873602,1.47706204238,1.48618343939,9.36170212766,9.3415007657,9.28367783321,17820.3450528
12000,1.51542874179,1.50299022916,1.52157250162,7.96595744681,7.73353751914,7.87598004277,18861.9671143
12500,1.46513365566,1.46324827314,1.46126161716,9.02978723404,8.72894333844,8.82038488952,19975.5783965
13000,1.48585979859,1.47675154826,1.4851295384,8.93617021277,9.03522205207,8.80256593015,21191.957396
13500,1.49191547778,1.48673059691,1.50301963444,8.7914893617,8.80551301685,8.28581610834,22429.7301793
14000,1.557195119,1.56512322505,1.55402506498,7.71914893617,7.35068912711,7.71560940841,23715.7788175
14500,1.59504313613,1.59133922762,1.59298479353,6.62127659574,6.43185298622,6.71774768354,25060.9993333
15000,1.61199172835,1.60734048508,1.6194460909,8.25531914894,8.26952526799,7.48396293656,26399.1408766
15500,1.60860650415,1.61893371336,1.61219789635,7.53191489362,6.89127105666,7.27013542409,27728.3957368
16000,1.51805459295,1.52562109771,1.53443396177,8.0170212766,7.42725880551,7.21667854597,29056.2072357
16500,1.51461808793,1.50874201005,1.52599490693,8.76595744681,8.49923430322,8.07198859587,30347.5263655
17000,1.53111652197,1.527827074,1.54116071687,8.55319148936,8.42266462481,8.46400570207,31612.5575024
17500,1.53593121099,1.53706392272,1.54616662051,8.68085106383,8.49923430322,8.28581610834,32864.5445756
