iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,elapsed
0,1.71047052043,1.70962284945,1.71050952919,3.26808510638,3.21592649311,3.2074126871,0.140410112
100,1.5352187969,1.52078651463,1.53514521573,2.04255319149,2.98621745789,2.45901639344,13.677819903
300,1.45198286437,1.45485334475,1.45406426821,4.03404255319,3.59877488515,4.09836065574,38.790084841
500,1.38695421841,1.39244562663,1.38507544837,4.45106382979,3.82848392037,4.82893799002,66.459174015
1000,1.29409376215,1.29025295453,1.28632555996,6.09361702128,6.35528330781,6.45046329294,132.830832006
1500,1.22082367,1.22498627839,1.22101764205,7.49787234043,7.50382848392,7.48396293656,197.161513549
2000,1.18492517093,1.18706499684,1.18372260114,7.93191489362,8.11638591118,8.28581610834,262.025127765
2500,1.14912642746,1.14941216654,1.14938315379,10.7404255319,10.336906585,10.4419101924,325.189018148
3000,1.13213806669,1.13524364397,1.13460357472,11.4723404255,10.4134762634,11.3506771205,388.688442162
3500,1.12193412589,1.12097242117,1.12534430734,12.4,12.0980091884,12.3129009266,450.121834758
4000,1.11734021714,1.12024247687,1.12043875149,10.6978723404,9.80091883614,10.3171774768,510.549434371
4500,1.1307497716,1.12824914541,1.1341378879,11.9829787234,11.8683001531,11.9921596579,571.059617767
5000,1.08233973018,1.08027247979,1.08632642344,13.4212765957,12.4808575804,13.3285816108,631.018581026
5500,1.06970868335,1.0651975966,1.07345959563,14.8680851064,14.3185298622,14.4868139701,691.164867182
6000,1.05909478821,1.05546469149,1.06179063157,15.029787234,15.1607963247,14.9322879544,751.471858523
6500,1.04127323369,1.03621935474,1.04258438811,16.5446808511,16.3859111792,16.4112615823,811.765590793
7000,1.02266190962,1.01971727323,1.02350101023,17.5234042553,17.5344563553,17.6051318603,872.548848408
7500,1.00966954655,1.00406531947,1.00810536091,18.5361702128,19.1424196018,18.7811831789,932.785313563
8000,0.988454876194,0.984133484643,0.988268739662,21.8893617021,22.2052067381,22.0420527441,993.178017581
8500,0.978202026127,0.972977176632,0.979444505458,22.4936170213,23.6600306279,22.5231646472,1053.27757413
9000,0.968810003323,0.965624769887,0.971655993921,23.4808510638,23.6600306279,23.0042765502,1113.97708459
9500,0.94721306412,0.944141130909,0.950783383377,25.1063829787,25.3445635528,24.6258018532,1180.81635437
10000,0.944959301113,0.941819982047,0.947631973786,25.5489361702,25.4211332312,25.28510335,1241.04964969
10500,0.93221734191,0.93206440203,0.937519325492,26.5361702128,25.8805513017,25.9622238061,1300.98670506
11000,0.916103464088,0.911344294131,0.921088783284,27.4382978723,27.0290964778,26.8353528154,1361.27355265
11500,0.908767550195,0.905030304575,0.913968864934,28.0680851064,27.8713629403,27.6015680684,1420.82604139
12000,0.900338836765,0.900017870832,0.906735989027,28.5531914894,27.8713629403,27.726300784,1485.70104815
12500,0.892101366396,0.892034385279,0.900079828314,29.2340425532,28.1010719755,28.5281539558,1548.0315357
13000,0.885686793598,0.883822765047,0.891848381054,29.6085106383,29.4027565084,29.3121881682,1610.84904776
13500,1.02757737513,1.03468154791,1.04046430903,22.9191489362,22.5114854518,22.0598717035,1673.27663372
14000,0.866660572707,0.867039074903,0.871488226657,31.2765957447,30.0918836141,31.165359943,1737.25512236
14500,0.870310569983,0.872837740601,0.87564348091,31.4893617021,30.2450229709,31.0762651461,1800.72216297
15000,0.849947268654,0.854054505502,0.855098434438,32.3744680851,30.8575803982,31.9850320741,1866.47487186
15500,0.844891862218,0.850632782225,0.852110457756,32.8595744681,31.5467075038,32.4661439772,1936.27345306
16000,0.844958329612,0.848517190425,0.852854972814,33.4127659574,32.1592649311,33.0185317177,1999.37830085
16500,0.828265438287,0.835714772832,0.837490280146,33.770212766,33.078101072,32.8581610834,2059.82583885
17000,0.830544175615,0.836262305917,0.840077184771,33.7787234043,33.3843797856,32.982893799,2128.44119655
17500,0.827782913423,0.833659275014,0.837243607706,33.7106382979,33.1546707504,32.9472558803,2190.71451371
18000,0.810536825015,0.817334583164,0.818206319025,35.3957446809,34.5329249617,34.6935138988,2254.52001771
18500,0.805405497819,0.811345359015,0.813624390406,35.7191489362,35.3751914242,34.8895224519,2316.24516627
19000,0.798186600446,0.800786616607,0.804778694661,36.6723404255,36.2940275651,36.136849608,2378.0172111
19500,0.791231089941,0.798490310478,0.798647580486,37.3531914894,37.0597243492,37.0099786172,2440.16831292
20000,0.785048701257,0.79326639428,0.79212347331,37.8468085106,37.212863706,37.5980042766,2502.24762388
