iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,elapsed
0,1.85601544529,1.85491054534,1.85693226499,3.96595744681,3.90505359877,3.95580898076,4.92767725901
100,1.65980103747,1.65087343398,1.66426913116,3.54893617021,3.67534456355,3.63506771205,559.662807523
300,1.07782015274,1.07096650146,1.07497292896,4.27234042553,4.28790199081,4.72202423378,1773.21119288
500,1.01760223028,1.01062670807,1.01708745327,6.29787234043,7.04441041348,6.59301496793,2963.96587809
1000,0.985553812016,0.98119677729,0.983361155606,4.67234042553,4.67075038285,5.41696364932,5921.61885692
1500,0.982974278727,0.978797040989,0.981541012816,4.32340425532,4.28790199081,5.22095509622,8753.08473187
2000,0.980963503209,0.977307717719,0.97946718139,3.9829787234,4.36447166922,4.47255880257,11768.4643293
2500,0.983012156454,0.978871037598,0.981353532271,4.44255319149,4.67075038285,4.98930862438,14152.9596567
3000,0.982896243906,0.979448071701,0.981497046821,3.95744680851,4.2113323124,4.63292943692,16635.3028293
3500,0.986435173381,0.982737350789,0.984133185668,4.74893617021,5.51301684533,5.41696364932,19206.5124191
4000,0.979756245222,0.977262502842,0.978512668363,4.4,4.44104134763,5.02494654312,21980.7182957
4500,0.980735120555,0.978534796378,0.97953275966,4.55319148936,4.74732006126,4.7754811119,25236.0239507
5000,0.99392697611,0.991091196074,0.993244286446,5.14893617021,5.66615620214,5.70206699929,28235.0182858
5500,0.968592339787,0.964808552816,0.96750240573,5.31063829787,5.2067381317,5.1674982181,31721.4129843
6000,0.97433926434,0.971956370238,0.97315845705,4.57872340426,4.59418070444,4.54383464006,36079.3010755
