iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,elapsed
0,1.85466185689,1.86701285986,1.85636778031,4.74893617021,4.36447166922,4.56165359943,1.348791539
100,1.42696726691,1.4237016545,1.42728235443,6.26382978723,6.35528330781,6.20099786172,130.470322532
300,1.41122909892,1.40941083593,1.41393024511,6.45106382979,6.58499234303,6.25445473984,394.270613799
500,1.39672216503,1.38959077912,1.40042017933,6.42553191489,6.50842266462,6.04062722737,656.187675609
1000,1.40459689673,1.40063497969,1.40780846701,5.90638297872,6.202143951,5.75552387741,1308.75207062
1500,1.37498304868,1.36675858734,1.38089390895,6.4170212766,5.81929555896,6.14754098361,1949.59567759
2000,1.35487015547,1.3460263052,1.35924622521,5.5914893617,5.43644716692,5.2387740556,2591.44759658
2500,1.36999041517,1.36263985266,1.37210681011,4.92765957447,4.59418070444,4.59729151818,3232.24044681
3000,1.33973597171,1.33980094539,1.34063201742,5.2085106383,4.90045941807,4.91803278689,3873.06523611
3500,1.33699106743,1.33451184088,1.33567919241,4.60425531915,4.2113323124,4.5794725588,4513.33697973
4000,1.34109381369,1.33753127118,1.34122806379,4.0,3.67534456355,3.70634354954,5153.2696012
4500,1.33138027248,1.32549082225,1.33655795525,5.1829787234,4.67075038285,4.90021382751,5793.36662107
5000,1.34733531727,1.35087492776,1.34966446389,4.61276595745,4.05819295559,4.40128296507,6431.21791259
5500,1.33124712402,1.32754085289,1.33489822312,5.02127659574,4.51761102603,4.61511047755,7073.62688282
6000,1.32352606601,1.31715025707,1.32882948307,4.68936170213,4.51761102603,4.13399857448,7713.4052298
