iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,elapsed
0,1.54697662602,1.53417523145,1.54247400652,6.67234042553,6.50842266462,6.59301496793,0.095980522
100,1.51929509523,1.50904795262,1.51439409952,6.68085106383,6.81470137825,6.71774768354,10.226594385
300,1.38550178113,1.38436038081,1.37763942789,5.82127659574,6.35528330781,6.46828225232,33.599814547
500,1.3435671247,1.34135501831,1.33473481985,5.9914893617,6.12557427259,6.62865288667,56.523149485
1000,1.24978866526,1.25587694632,1.24577717363,9.72765957447,8.95865237366,10.085531005,113.607730062
1500,1.15516097055,1.15664139063,1.15320513056,12.3574468085,11.7151607963,12.0990734141,170.209070365
2000,1.09065772184,1.09439455185,1.08279012578,15.514893617,15.0076569678,15.7875980043,227.411499525
2500,1.06382202082,1.07482521364,1.05884950841,16.5276595745,14.9310872894,16.7141838917,283.476679865
3000,1.04588130086,1.0598477497,1.04376026043,17.2680851064,14.9310872894,17.0527441197,339.113249126
3500,1.05294171793,1.06974899298,1.05049483559,17.5914893617,15.6967840735,17.8545972915,395.286576809
4000,0.989619362563,1.00942083438,0.992424438679,21.2340425532,18.6830015314,21.1332858161,449.892420412
4500,0.966919540541,0.988303030777,0.974067025894,22.2553191489,19.6784073507,21.9529579473,508.782576659
5000,0.950096152598,0.974650064258,0.958438658099,24.1191489362,21.8989280245,23.6101211689,566.325755534
5500,0.940425093414,0.959428139756,0.945915581226,24.8510638298,23.2771822358,24.5367070563,624.924852707
6000,0.925436162216,0.945294309661,0.933239010485,26.1106382979,24.1194486983,25.766215253,680.834342622
6500,1.53409493458,1.55733552766,1.53214942588,12.7063829787,12.02143951,12.7583749109,737.459780456
7000,0.885207113553,0.90134747179,0.895828763273,29.1829787234,27.1822358346,28.011404134,795.839088285
7500,0.874120873355,0.887689213885,0.883607608116,29.8553191489,28.7901990812,29.347826087,853.927070806
8000,0.854920705139,0.871667223438,0.867549170916,31.3957446809,30.0918836141,30.8446186743,911.577880465
8500,0.847399526178,0.864316340041,0.860297369293,32.2723404255,30.4747320061,31.0762651461,969.996297648
9000,0.847961354586,0.861797665122,0.860507906756,32.3063829787,30.3215926493,31.2009978617,1026.87847068
9500,0.829027316071,0.841474841835,0.842218451965,33.9234042553,32.6186830015,32.7156094084,1085.3661699
10000,0.819049542126,0.831465526576,0.833143647988,34.7829787234,33.1546707504,33.7134711333,1143.12847594
10500,0.827215428393,0.838921349835,0.845386451261,34.3063829787,33.2312404288,33.1967213115,1200.54848488
11000,0.80359730551,0.815712526084,0.819972157643,35.8893617021,35.2220520674,34.7113328582,1257.99483674
11500,0.79910863636,0.809837275278,0.814903871134,36.2723404255,35.4517611026,35.1924447612,1315.37098783
12000,0.79177106228,0.802442459417,0.805609744931,37.3021276596,36.6003062787,35.9230220955,1373.22712343
12500,0.80197607097,0.810553392865,0.8138828155,36.9021276596,35.9877488515,35.709194583,1431.49410432
13000,0.775330057587,0.78574468171,0.791391696185,38.8340425532,38.0551301685,37.3129009266,1490.59328541
13500,0.770448190947,0.780701892849,0.786775592059,38.9787234043,38.5911179173,37.8296507484,1547.45222733
14000,0.768613122974,0.775454850852,0.785469247993,39.6680851064,39.0505359877,37.6514611547,1607.89830441
14500,0.753276115553,0.761317789784,0.769319471121,40.8170212766,41.1179173047,39.4868139701,1666.35206206
15000,0.741970200289,0.756678853918,0.757770937541,41.5659574468,40.7350689127,40.3064861012,1722.80686248
15500,0.733359776642,0.747664449533,0.747974563139,42.1787234043,41.8070444104,41.1439771917,1778.85230469
16000,0.724919884999,0.739240415249,0.739424414894,43.0382978723,42.4196018377,41.5894511761,1836.13344748
16500,0.723074956887,0.734076064785,0.737328959345,43.5404255319,42.2664624809,42.0527441197,1894.01943149
17000,0.718763749058,0.730438989026,0.736166262728,43.9744680851,43.0321592649,42.5516749822,1952.09132871
17500,0.700346725923,0.710985922613,0.712783332275,45.4212765957,44.5635528331,44.4226657163,2010.37867864
18000,0.69112699483,0.700486974711,0.703885692787,46.3234042553,45.1761102603,45.028510335,2068.15665186
18500,0.692063906899,0.7023483449,0.703202617798,46.6553191489,44.7932618683,45.2245188881,2125.38149576
19000,0.674886305675,0.683748742628,0.687142926049,47.7872340426,46.5543644717,46.8638631504,2182.52280701
19500,0.663242000205,0.672621269717,0.676278791502,49.0127659574,48.3920367534,47.8617248753,2239.86113444
20000,0.653881655339,0.660710385542,0.668156721855,50.0170212766,49.2343032159,48.5744832502,2296.93367678
