iterations,fitness,time,fevals
0,458.0,0.0052593700002,673
10,460.0,0.00989751500015,1249
20,467.0,0.0139673410001,1826
30,471.0,0.0177476030001,2405
40,461.0,0.0211415890001,2993
50,462.0,0.0244308990002,3580
60,457.0,0.0300816640001,4165
70,463.0,0.0333368420002,4738
80,465.0,0.0365738160003,5333
90,465.0,0.0399729230003,5919
100,461.0,0.0433515500001,6507
110,465.0,0.0491678610001,7087
120,462.0,0.052681314,7675
130,461.0,0.056280669,8236
140,465.0,0.059629713,8826
150,464.0,0.0631027750001,9396
160,469.0,0.066333491,9964
170,471.0,0.0697542149999,10528
180,473.0,0.0731743699998,11092
190,467.0,0.0761234859999,11666
200,467.0,0.0795937029998,12255
210,468.0,0.0829000799997,12851
220,469.0,0.0859840219998,13430
230,468.0,0.0890964089999,14004
240,468.0,0.0922252939997,14586
250,469.0,0.0954776269998,15161
260,469.0,0.0986673819998,15720
270,477.0,0.101920853,16293
280,473.0,0.105121418,16876
290,473.0,0.111283614,17454
300,473.0,0.114096766,18027
310,471.0,0.117536832,18613
320,475.0,0.120518374,19185
330,479.0,0.123783792,19757
340,477.0,0.127116907,20329
350,473.0,0.13133635,20919
360,473.0,0.134230852,21509
370,475.0,0.137535522999,22085
380,477.0,0.141039303999,22675
390,477.0,0.144191512999,23244
400,477.0,0.147272041999,23817
410,475.0,0.150666596999,24400
420,479.0,0.153454148999,24977
430,483.0,0.156870890999,25546
440,483.0,0.160392876999,26109
450,481.0,0.163797103999,26681
460,483.0,0.170408720999,27254
470,491.0,0.172988059999,27825
480,491.0,0.176213086999,28409
490,485.0,0.179725401999,28989
500,491.0,0.182969770999,29581
510,489.0,0.186337019999,30151
520,489.0,0.189739539999,30732
530,485.0,0.193169935998,31305
540,491.0,0.196454695998,31889
550,487.0,0.199910121999,32457
560,493.0,0.202229478999,33029
570,485.0,0.206117259999,33602
580,489.0,0.209546516999,34181
590,487.0,0.212856875999,34747
600,487.0,0.215170542999,35317
610,489.0,0.218691959999,35886
620,487.0,0.222199723999,36469
630,491.0,0.224877479999,37041
640,485.0,0.230633489999,37619
650,487.0,0.234452434999,38190
660,485.0,0.238411326999,38775
670,485.0,0.242034574999,39358
680,487.0,0.244314677999,39928
690,491.0,0.247592041999,40495
700,489.0,0.250678258999,41083
710,489.0,0.253944813999,41655
720,485.0,0.257643154999,42229
730,487.0,0.260754403999,42811
740,485.0,0.263970896999,43377
750,481.0,0.266916599999,43948
760,481.0,0.270128541999,44523
770,481.0,0.273325123999,45104
780,483.0,0.278955977999,45688
790,483.0,0.284907115999,46269
800,485.0,0.288308497999,46832
810,481.0,0.291452742999,47410
820,481.0,0.297131952999,47992
830,483.0,0.299602633999,48559
840,481.0,0.302669509999,49118
850,483.0,0.305643655999,49690
860,481.0,0.309062672999,50275
870,485.0,0.312174490999,50859
880,485.0,0.315305650999,51441
890,485.0,0.318263868999,52014
900,487.0,0.321373410999,52590
910,484.0,0.324330490999,53177
920,487.0,0.327339908999,53752
930,485.0,0.330292437998,54321
940,495.0,0.333074869998,54883
950,492.0,0.335626332998,55456
960,492.0,0.338802434998,56033
970,490.0,0.344367866998,56615
980,490.0,0.347397764998,57192
990,487.0,0.349561814998,57760
1000,483.0,0.354347869998,58339
1010,484.0,0.356842443998,58912
1020,483.0,0.360004323998,59497
1030,485.0,0.362216160998,60082
1040,483.0,0.365451427998,60664
1050,484.0,0.368548453998,61235
1060,488.0,0.371882706998,61827
1070,488.0,0.375308550998,62395
1080,488.0,0.378426057998,62978
1090,488.0,0.381393377998,63561
1100,494.0,0.384486422998,64140
1110,492.0,0.387514044998,64723
1120,488.0,0.390545080998,65293
1130,491.0,0.393716062998,65885
1140,485.0,0.396773267998,66467
1150,489.0,0.400016497998,67050
1160,491.0,0.403103853998,67625
1170,486.0,0.418767618998,68206
1180,491.0,0.422062048998,68774
1190,492.0,0.425128354998,69360
1200,488.0,0.428229363998,69936
1210,494.0,0.432738370998,70502
1220,484.0,0.436469138998,71093
1230,490.0,0.439749347998,71672
1240,494.0,0.443003387998,72258
1250,492.0,0.446105533998,72838
1260,500.0,0.449526826998,73430
1270,496.0,0.452736492998,73999
1280,492.0,0.456950246998,74576
1290,486.0,0.460190633998,75136
1300,500.0,0.463334309998,75713
1310,492.0,0.466570144998,76307
1320,501.0,0.469717802998,76869
1330,501.0,0.473862720998,77438
1340,500.0,0.477204368998,78013
1350,500.0,0.482281125998,78582
1360,494.0,0.487770326998,79141
1370,492.0,0.491598942998,79706
1380,492.0,0.515330677998,80269
1390,488.0,0.518330993998,80847
1400,486.0,0.520777780998,81423
1410,486.0,0.523371341998,82002
1420,480.0,0.526420581998,82588
1430,478.0,0.528652329998,83170
1440,486.0,0.531438174998,83745
1450,480.0,0.534546010998,84338
1460,480.0,0.537786965998,84907
1470,478.0,0.540852702998,85479
1480,482.0,0.544031649998,86059
1490,485.0,0.546727041998,86629
1500,484.0,0.549858201998,87203
1510,484.0,0.553038854998,87776
1520,488.0,0.555647775998,88342
1530,482.0,0.558435326998,88923
1540,478.0,0.562278165998,89496
1550,478.0,0.564661806998,90071
1560,484.0,0.570905353998,90642
1570,486.0,0.574299908998,91222
1580,486.0,0.577706410998,91805
1590,478.0,0.580843828998,92382
1600,478.0,0.583872588998,92948
1610,484.0,0.586896228999,93522
1620,480.0,0.589887441998,94089
1630,480.0,0.593409996998,94646
1640,480.0,0.597902505998,95228
1650,482.0,0.601536562998,95823
1660,484.0,0.603944665998,96401
1670,482.0,0.607418865998,96988
1680,486.0,0.609591449998,97569
1690,482.0,0.611884637998,98146
1700,478.0,0.614539637998,98717
1710,480.0,0.617881854999,99294
1720,482.0,0.620781477999,99860
1730,484.0,0.623103110999,100442
1740,484.0,0.626156332999,101010
1750,484.0,0.629511634999,101582
1760,488.0,0.634166845999,102158
1770,490.0,0.637168868999,102731
1780,490.0,0.639493345999,103305
1790,484.0,0.642667740999,103888
1800,480.0,0.647057850999,104465
1810,484.0,0.650474592999,105046
1820,482.0,0.653741716999,105623
1830,484.0,0.656888236999,106196
1840,484.0,0.659989245999,106772
1850,488.0,0.662618646999,107342
1860,481.0,0.666360792999,107919
1870,483.0,0.669444166999,108488
1880,484.0,0.672712997999,109074
1890,480.0,0.675781011999,109632
1900,480.0,0.690643781999,110209
1910,482.0,0.694177145999,110783
1920,482.0,0.698559290999,111360
1930,480.0,0.702288351999,111938
1940,480.0,0.705548648999,112507
1950,488.0,0.710783556999,113101
1960,490.0,0.713885134999,113681
1970,498.0,0.719393109999,114243
1980,500.0,0.724761706999,114817
1990,488.0,0.727901968999,115402
2000,492.0,0.730855635999,115976
2010,492.0,0.733701782999,116537
2020,498.0,0.736453494999,117108
2030,498.0,0.739558485999,117677
2040,502.0,0.742650392999,118261
2050,504.0,0.745818530999,118828
2060,510.0,0.748795521999,119397
2070,498.0,0.752230467999,119992
2080,500.0,0.755158534999,120569
2090,498.0,0.758079205999,121141
2100,500.0,0.761195573999,121713
2110,500.0,0.765327976999,122291
2120,500.0,0.768738460999,122870
2130,500.0,0.771830366999,123446
2140,500.0,0.774962665,124033
2150,498.0,0.778229788999,124617
2160,502.0,0.781269357999,125201
2170,500.0,0.785723182999,125780
2180,498.0,0.788852636999,126359
2190,500.0,0.796135541999,126941
2200,504.0,0.799479465999,127526
2210,502.0,0.802661825999,128112
2220,502.0,0.805840771999,128692
2230,502.0,0.808979326999,129256
2240,502.0,0.812317561999,129849
2250,498.0,0.815421415999,130429
2260,496.0,0.818439366999,131009
2270,498.0,0.821759397999,131575
2280,502.0,0.824999215999,132150
2290,506.0,0.828130375999,132725
2300,502.0,0.831258122999,133303
2310,496.0,0.834377904999,133886
2320,496.0,0.837565384999,134458
2330,499.0,0.840696544999,135033
2340,493.0,0.844017713999,135605
2350,493.0,0.847218277999,136170
2360,495.0,0.850453544999,136734
2370,497.0,0.853626802999,137300
2380,499.0,0.856757393999,137878
2390,507.0,0.859847593999,138448
2400,511.0,0.862967944999,139023
2410,506.0,0.869211491999,139610
2420,505.0,0.875105172999,140190
2430,503.0,0.882282265,140761
2440,504.0,0.886604676999,141353
2450,502.0,0.890029383999,141926
2460,499.0,0.893370463999,142498
2470,505.0,0.897094973999,143067
2480,499.0,0.900631182999,143645
2490,501.0,0.903983071999,144238
