iterations,fitness,time,fevals
0,398.0,6.48530000262e-05,11
10,404.0,0.000146773000097,21
20,406.0,0.000222435000069,31
30,408.0,0.00029639100012,41
40,410.0,0.0003726220001,51
50,412.0,0.000467626000159,61
60,416.0,0.000541582000096,71
70,416.0,0.000612124000099,81
80,418.0,0.000731022000082,91
90,420.0,0.000800426000069,101
100,422.0,0.000869261000048,111
110,428.0,0.00100124300013,121
120,432.0,0.00108202500007,131
130,436.0,0.00115370500009,141
140,440.0,0.00122823000004,151
150,440.0,0.00129478999997,161
160,444.0,0.00139263899996,171
170,444.0,0.00146375099996,181
180,446.0,0.0015308799999,191
190,446.0,0.00162474699982,201
200,446.0,0.00169983999979,211
210,448.0,0.0017709509998,221
220,450.0,0.00184775099979,231
230,450.0,0.00192170599973,241
240,450.0,0.00199281699963,251
250,452.0,0.00208440799963,261
260,456.0,0.00217258599957,271
270,458.0,0.00229546599962,281
280,460.0,0.00238705699962,291
290,464.0,0.0024553239997,301
300,466.0,0.00253553699963,311
310,472.0,0.00260607899963,321
320,474.0,0.00267320799958,331
330,476.0,0.00274374999958,341
340,476.0,0.00283477199957,351
350,480.0,0.00290872799962,361
360,480.0,0.00302307399966,371
370,480.0,0.00309759799961,381
380,482.0,0.00316643399958,391
390,482.0,0.00322844299956,401
400,486.0,0.00330296699951,411
410,486.0,0.00338374899957,421
420,488.0,0.00346794499956,431
430,490.0,0.00359423899954,441
440,490.0,0.00368070999957,451
450,490.0,0.00376490599956,461
460,492.0,0.00384853299954,471
470,492.0,0.00393386599956,481
480,496.0,0.00401180399956,491
490,498.0,0.00416142099948,501
500,500.0,0.00424732399949,511
510,502.0,0.0043320879995,521
520,504.0,0.00443107399951,531
530,506.0,0.00451128699956,541
540,508.0,0.00458637999964,551
550,508.0,0.00466090399959,561
560,508.0,0.00474339199957,571
570,510.0,0.00482019199956,581
580,510.0,0.00490324999964,591
590,510.0,0.00498687599963,601
600,512.0,0.00506822699958,611
610,512.0,0.00516380099953,621
620,512.0,0.00524116999952,631
630,518.0,0.00531967599954,641
640,518.0,0.00541638699951,651
650,520.0,0.00549261799949,661
660,520.0,0.00557226199953,671
670,520.0,0.00565133699956,681
680,520.0,0.00573439499965,691
690,522.0,0.00581802199963,701
700,522.0,0.00590164799962,711
710,522.0,0.00598413699959,721
720,522.0,0.00606491899953,731
730,524.0,0.00614626999959,741
740,526.0,0.00624866999954,751
750,526.0,0.00633229699952,761
760,526.0,0.00640625199946,771
770,526.0,0.00648589599939,781
780,526.0,0.00657179799941,791
790,526.0,0.00666395799942,801
800,528.0,0.00675554899942,811
810,528.0,0.00685737999936,821
820,530.0,0.00693759299929,831
830,532.0,0.00701552999931,841
840,534.0,0.00709801899939,851
850,536.0,0.0071765259994,861
860,536.0,0.00725104999935,871
870,536.0,0.00733069499927,881
880,538.0,0.00741432199925,891
890,538.0,0.00749339799916,901
900,538.0,0.00757133599916,911
910,538.0,0.00765553099916,921
920,538.0,0.00773858899913,931
930,538.0,0.00784383299913,941
940,540.0,0.00791153099919,951
950,542.0,0.00798719299917,961
960,542.0,0.00808845499921,971
970,544.0,0.00817833899919,981
980,546.0,0.00827675599919,991
990,546.0,0.00835753899912,1001
1000,546.0,0.00843832099918,1011
1010,546.0,0.00851796499921,1021
1020,546.0,0.00859647099912,1031
1030,546.0,0.00866758199913,1041
1040,546.0,0.00875860399913,1051
1050,550.0,0.00883085199916,1061
1060,550.0,0.00891504699916,1071
1070,550.0,0.00898103799921,1081
1080,550.0,0.00907376699922,1091
1090,552.0,0.00914772199917,1101
1100,552.0,0.00921883299918,1111
1110,554.0,0.00931440699912,1121
1120,554.0,0.00939405099905,1131
1130,554.0,0.00946516199906,1141
1140,556.0,0.00955845999908,1151
1150,556.0,0.0096295709991,1161
1160,556.0,0.00970409599904,1171
1170,558.0,0.00979056599897,1181
1180,558.0,0.00986622799894,1191
